seed,prop,model,target,n_target,method,coverage,coverage_finite,width_sd,frac_inf,auc,ess_c1,ess_c1c,n_cal_source
42,clay.tot,plsr,LUCAS.SSL,22650,C0,0.8988154696132595,0.8988154696132595,3.3021377352648487,0.0,0.9527074723693485,106.03368377685547,121.50374603271484,899
42,clay.tot,plsr,LUCAS.SSL,22650,C0w,0.8476154696132596,0.8476154696132596,2.7216253009422577,0.0,0.9527074723693485,106.03368377685547,121.50374603271484,899
42,clay.tot,plsr,LUCAS.SSL,22650,C1,0.8471292817679558,0.8471292817679558,2.7216253009422577,0.0,0.9527074723693485,106.03368377685547,121.50374603271484,899
42,clay.tot,plsr,LUCAS.SSL,22650,C1c,0.8477922651933701,0.8477922651933701,2.7256900162771096,0.0,0.9527074723693485,106.03368377685547,121.50374603271484,899
42,clay.tot,plsr,LUCAS.SSL,22650,C2,0.9209193370165746,0.9209193370165746,3.976008092522102,0.0,0.9527074723693485,106.03368377685547,121.50374603271484,899
42,clay.tot,plsr,LUCAS.SSL,22650,C3n,0.9421259668508288,0.9421259668508288,5.371944702972206,0.0,0.9527074723693485,106.03368377685547,121.50374603271484,899
42,clay.tot,hgb,LUCAS.SSL,22650,C0,0.9532729281767954,0.9532729281767954,2.898383956117634,0.0,0.9527074723693485,106.03368377685547,121.50374603271484,899
42,clay.tot,hgb,LUCAS.SSL,22650,C0w,0.9565834254143647,0.9565834254143647,2.970236671207221,0.0,0.9527074723693485,106.03368377685547,121.50374603271484,899
42,clay.tot,hgb,LUCAS.SSL,22650,C1,0.9562342541436463,0.9562342541436463,2.970236671207221,0.0,0.9527074723693485,106.03368377685547,121.50374603271484,899
42,clay.tot,hgb,LUCAS.SSL,22650,C1c,0.9542453038674032,0.9542453038674032,2.9181954237039114,0.0,0.9527074723693485,106.03368377685547,121.50374603271484,899
42,clay.tot,hgb,LUCAS.SSL,22650,C2,0.8916375690607733,0.8916375690607733,2.21689596409803,0.0,0.9527074723693485,106.03368377685547,121.50374603271484,899
42,clay.tot,hgb,LUCAS.SSL,22650,C3n,0.9282740331491712,0.9282740331491712,3.9389105564764098,0.0,0.9527074723693485,106.03368377685547,121.50374603271484,899
42,clay.tot,plsr,ICRAF.ISRIC,3740,C0,0.11448183041722745,0.11448183041722745,0.9502746885181339,0.0,0.999987833396356,86.42001342773438,781.1075439453125,4681
42,clay.tot,plsr,ICRAF.ISRIC,3740,C0w,0.19994616419919245,0.19994616419919245,1.638018138946355,0.0,0.999987833396356,86.42001342773438,781.1075439453125,4681
42,clay.tot,plsr,ICRAF.ISRIC,3740,C1,0.9938088829071333,0.17857142857142858,1.638018138946355,0.992462987886945,0.999987833396356,86.42001342773438,781.1075439453125,4681
42,clay.tot,plsr,ICRAF.ISRIC,3740,C1c,0.16670255720053836,0.16670255720053836,1.3942506305549944,0.0,0.999987833396356,86.42001342773438,781.1075439453125,4681
42,clay.tot,plsr,ICRAF.ISRIC,3740,C2,0.918950201884253,0.918950201884253,11.29690222988696,0.0,0.999987833396356,86.42001342773438,781.1075439453125,4681
42,clay.tot,plsr,ICRAF.ISRIC,3740,C3n,0.9306594885598924,0.9306594885598924,4.318208989793484,0.0,0.999987833396356,86.42001342773438,781.1075439453125,4681
42,clay.tot,hgb,ICRAF.ISRIC,3740,C0,0.42320323014804845,0.42320323014804845,0.8747502801716937,0.0,0.999987833396356,86.42001342773438,781.1075439453125,4681
42,clay.tot,hgb,ICRAF.ISRIC,3740,C0w,0.552436069986541,0.552436069986541,1.2114314625642353,0.0,0.999987833396356,86.42001342773438,781.1075439453125,4681
42,clay.tot,hgb,ICRAF.ISRIC,3740,C1,0.9973082099596231,0.642857142857143,1.2114314625642353,0.992462987886945,0.999987833396356,86.42001342773438,781.1075439453125,4681
42,clay.tot,hgb,ICRAF.ISRIC,3740,C1c,0.549771197846568,0.549771197846568,1.2041211142209465,0.0,0.999987833396356,86.42001342773438,781.1075439453125,4681
42,clay.tot,hgb,ICRAF.ISRIC,3740,C2,0.9255181695827727,0.9255181695827727,4.103000179437421,0.0,0.999987833396356,86.42001342773438,781.1075439453125,4681
42,clay.tot,hgb,ICRAF.ISRIC,3740,C3n,0.9313055181695828,0.9313055181695828,3.432530040696116,0.0,0.999987833396356,86.42001342773438,781.1075439453125,4681
42,clay.tot,plsr,LUCAS.WOODWELL.SSL,589,C0,0.8730496453900709,0.8730496453900709,1.4857605261263178,0.0,0.7675610954488218,33.92692184448242,271.3883056640625,5311
42,clay.tot,plsr,LUCAS.WOODWELL.SSL,589,C0w,1.0,1.0,6.859788436903251,0.0,0.7675610954488218,33.92692184448242,271.3883056640625,5311
42,clay.tot,plsr,LUCAS.WOODWELL.SSL,589,C1,1.0,1.0,6.859788436903251,0.0,0.7675610954488218,33.92692184448242,271.3883056640625,5311
42,clay.tot,plsr,LUCAS.WOODWELL.SSL,589,C1c,0.9723404255319149,0.9723404255319149,2.4859969029713302,0.0,0.7675610954488218,33.92692184448242,271.3883056640625,5311
42,clay.tot,plsr,LUCAS.WOODWELL.SSL,589,C2,0.9145390070921986,0.9145390070921986,1.7748098810290232,0.0,0.7675610954488218,33.92692184448242,271.3883056640625,5311
42,clay.tot,plsr,LUCAS.WOODWELL.SSL,589,C3n,0.9108156028368795,0.9108156028368795,1.6691575884633427,0.0,0.7675610954488218,33.92692184448242,271.3883056640625,5311
