prop,model,target,n_target,method,k,coverage,width_sd,cov_source_test,rmse_std_source,rmse_std_target,n_train
oc,cnn,AFSIS1.SSL,1902,C0,0,0.8788336933045358,0.9248528346240709,0.882,0.11424354608022108,0.3853829902027207,8000
oc,cnn,AFSIS1.SSL,1902,C0n,0,0.8672786177105831,0.9337620953642642,0.882,0.11424354608022108,0.3853829902027207,8000
oc,cnn,AFSIS1.SSL,1902,C2,25,0.9186285097192226,1.225601088993801,0.882,0.11424354608022108,0.3853829902027207,8000
oc,cnn,AFSIS1.SSL,1902,C3n,25,0.9319114470842333,1.365282776833002,0.882,0.11424354608022108,0.3853829902027207,8000
oc,cnn,AFSIS1.SSL,1902,C2,50,0.8994060475161986,1.037241538785721,0.882,0.11424354608022108,0.3853829902027207,8000
oc,cnn,AFSIS1.SSL,1902,C3n,50,0.8982721382289416,1.1666555530742584,0.882,0.11424354608022108,0.3853829902027207,8000
oc,cnn,AFSIS2.SSL,151,C0,0,0.9287128712871289,1.467021263904164,0.91,0.1162847204431694,0.45111430602798197,8000
oc,cnn,AFSIS2.SSL,151,C0n,0,0.8534653465346536,1.3685933488062316,0.91,0.1162847204431694,0.45111430602798197,8000
oc,cnn,AFSIS2.SSL,151,C2,25,0.9495049504950496,1.993945813305634,0.91,0.1162847204431694,0.45111430602798197,8000
oc,cnn,AFSIS2.SSL,151,C3n,25,0.9326732673267326,1.7827766312471935,0.91,0.1162847204431694,0.45111430602798197,8000
oc,cnn,AFSIS2.SSL,151,C2,50,0.9079207920792081,1.423816850108762,0.91,0.1162847204431694,0.45111430602798197,8000
oc,cnn,AFSIS2.SSL,151,C3n,50,0.8960396039603961,1.4034586265150364,0.91,0.1162847204431694,0.45111430602798197,8000
n.tot,cnn,KSSL.SSL,76594,C0,0,0.59623745819398,0.36988061605603156,0.9196891191709845,0.3912831817263233,0.6123037702968467,2316
n.tot,cnn,KSSL.SSL,76594,C0n,0,0.507753710284281,0.31337398670928984,0.9196891191709845,0.3912831817263233,0.6123037702968467,2316
n.tot,cnn,KSSL.SSL,76594,C2,25,0.9337740384615385,2.8994208839015885,0.9196891191709845,0.3912831817263233,0.6123037702968467,2316
n.tot,cnn,KSSL.SSL,76594,C3n,25,0.9402369878762542,0.9034198869667881,0.9196891191709845,0.3912831817263233,0.6123037702968467,2316
n.tot,cnn,KSSL.SSL,76594,C2,50,0.9106252612876254,2.1137686800984348,0.9196891191709845,0.3912831817263233,0.6123037702968467,2316
n.tot,cnn,KSSL.SSL,76594,C3n,50,0.8988019962374582,0.704021425954414,0.9196891191709845,0.3912831817263233,0.6123037702968467,2316
n.tot,cnn,AFSIS1.SSL,1902,C0,0,0.9245140388768898,2.2777340568868985,0.884,0.2737711039100086,0.6135885117939086,8000
n.tot,cnn,AFSIS1.SSL,1902,C0n,0,0.8250539956803455,1.4662372706374813,0.884,0.2737711039100086,0.6135885117939086,8000
n.tot,cnn,AFSIS1.SSL,1902,C2,25,0.8905507559395248,1.8506119191693895,0.884,0.2737711039100086,0.6135885117939086,8000
n.tot,cnn,AFSIS1.SSL,1902,C3n,25,0.9223002159827214,1.8093625253075285,0.884,0.2737711039100086,0.6135885117939086,8000
n.tot,cnn,AFSIS1.SSL,1902,C2,50,0.8849352051835855,1.813883421320417,0.884,0.2737711039100086,0.6135885117939086,8000
n.tot,cnn,AFSIS1.SSL,1902,C3n,50,0.9039956803455723,1.3832360917299376,0.884,0.2737711039100086,0.6135885117939086,8000
n.tot,cnn,CAF.SSL,1578,C0,0,0.8535994764397905,1.605601318869521,0.9035,0.18335543699233048,0.635264084526877,8000
n.tot,cnn,CAF.SSL,1578,C0n,0,0.775196335078534,1.5204999905227057,0.9035,0.18335543699233048,0.635264084526877,8000
n.tot,cnn,CAF.SSL,1578,C2,25,0.9161649214659686,2.333910809730088,0.9035,0.18335543699233048,0.635264084526877,8000
n.tot,cnn,CAF.SSL,1578,C3n,25,0.8895287958115183,1.474050616237488,0.9035,0.18335543699233048,0.635264084526877,8000
n.tot,cnn,CAF.SSL,1578,C2,50,0.9001308900523559,2.0531789687846915,0.9035,0.18335543699233048,0.635264084526877,8000
n.tot,cnn,CAF.SSL,1578,C3n,50,0.881151832460733,1.4590075104920115,0.9035,0.18335543699233048,0.635264084526877,8000
n.tot,cnn,GARRETT.SSL,184,C0,0,0.8977611940298507,1.499698692205578,0.9035,0.20884467610785562,0.49183344232764764,8000
n.tot,cnn,GARRETT.SSL,184,C0n,0,0.9022388059701493,1.5437226673616011,0.9035,0.20884467610785562,0.49183344232764764,8000
n.tot,cnn,GARRETT.SSL,184,C2,25,0.926865671641791,1.9021119103685562,0.9035,0.20884467610785562,0.49183344232764764,8000
n.tot,cnn,GARRETT.SSL,184,C3n,25,0.9231343283582089,1.3701982350542532,0.9035,0.20884467610785562,0.49183344232764764,8000
n.tot,cnn,GARRETT.SSL,184,C2,50,0.8835820895522387,1.448856473138676,0.9035,0.20884467610785562,0.49183344232764764,8000
n.tot,cnn,GARRETT.SSL,184,C3n,50,0.9059701492537313,1.1409388928588537,0.9035,0.20884467610785562,0.49183344232764764,8000
n.tot,cnn,AFSIS2.SSL,151,C0,0,0.9693069306930692,3.171963085059812,0.9185,0.19432109498614925,0.6555521766233922,8000
n.tot,cnn,AFSIS2.SSL,151,C0n,0,0.9524752475247524,2.6859281421117833,0.9185,0.19432109498614925,0.6555521766233922,8000
n.tot,cnn,AFSIS2.SSL,151,C2,25,0.8851485148514853,2.008660648463951,0.9185,0.19432109498614925,0.6555521766233922,8000
n.tot,cnn,AFSIS2.SSL,151,C3n,25,0.8940594059405939,2.0138253390835237,0.9185,0.19432109498614925,0.6555521766233922,8000
n.tot,cnn,AFSIS2.SSL,151,C2,50,0.8643564356435643,1.8345992807671143,0.9185,0.19432109498614925,0.6555521766233922,8000
n.tot,cnn,AFSIS2.SSL,151,C3n,50,0.8712871287128714,1.507331193737234,0.9185,0.19432109498614925,0.6555521766233922,8000
ph.h2o,cnn,KSSL.SSL,52867,C0,0,0.7694946702766156,1.3065345445284708,0.8623853211009175,0.45310267247147257,0.5742329349978617,3925
