prop,target,n_target,alpha,method,coverage,width_sd
ph.h2o,LUCAS.SSL,40175,0.2,C4,0.7476872274143304,1.8986122106746095
ph.h2o,LUCAS.SSL,40175,0.2,C2_k25,0.7903339563862929,1.5616514446018916
ph.h2o,LUCAS.SSL,40175,0.2,C4t_k25,0.8158380062305296,2.1789679553019745
ph.h2o,LUCAS.SSL,40175,0.2,C3n_k25,0.8043077881619938,1.7413687344020523
ph.h2o,LUCAS.SSL,40175,0.2,C2_k50,0.8019364485981308,1.5874784432981393
ph.h2o,LUCAS.SSL,40175,0.2,C4t_k50,0.7970031152647974,2.0891893134178026
ph.h2o,LUCAS.SSL,40175,0.2,C3n_k50,0.7966841121495327,1.7037704386705683
ph.h2o,LUCAS.SSL,40175,0.1,C0,0.8585719626168226,1.8257057018456218
ph.h2o,LUCAS.SSL,40175,0.1,C0n,0.8580398753894082,1.9732219519521843
ph.h2o,LUCAS.SSL,40175,0.1,C4,0.891621183800623,2.721052229762189
ph.h2o,LUCAS.SSL,40175,0.1,C2_k25,0.9062006230529593,2.1939655541890275
ph.h2o,LUCAS.SSL,40175,0.1,C4t_k25,0.9183252336448599,2.8272865532347415
ph.h2o,LUCAS.SSL,40175,0.1,C3n_k25,0.9261520249221185,2.7911862465834165
ph.h2o,LUCAS.SSL,40175,0.1,C2_k50,0.8921657320872273,2.0658540439443995
ph.h2o,LUCAS.SSL,40175,0.1,C4t_k50,0.8999065420560749,2.765677083270957
ph.h2o,LUCAS.SSL,40175,0.1,C3n_k50,0.9016498442367601,2.3376337770470794
ph.h2o,LUCAS.SSL,40175,0.05,C0,0.9233308411214953,2.1673875693182696
ph.h2o,LUCAS.SSL,40175,0.05,C0n,0.9307401869158877,2.535642479734367
ph.h2o,LUCAS.SSL,40175,0.05,C4,0.9629819314641745,3.2953762941246687
ph.h2o,LUCAS.SSL,40175,0.05,C2_k25,0.9701906542056074,2.741116732804653
ph.h2o,LUCAS.SSL,40175,0.05,C4t_k25,0.9546168224299064,3.2392270827905865
ph.h2o,LUCAS.SSL,40175,0.05,C3n_k25,0.9557470404984423,3.1855642564329427
ph.h2o,LUCAS.SSL,40175,0.05,C2_k50,0.9593246105919004,2.520659194891142
ph.h2o,LUCAS.SSL,40175,0.05,C4t_k50,0.961643613707165,3.2916082185748623
ph.h2o,LUCAS.SSL,40175,0.05,C3n_k50,0.9684859813084113,3.2248106775904413
ph.h2o,ICRAF.ISRIC,3776,0.2,C0,0.3049785292538916,0.8747309250563713
ph.h2o,ICRAF.ISRIC,3776,0.2,C0n,0.5431561996779387,1.5886964366516652
ph.h2o,ICRAF.ISRIC,3776,0.2,C4,0.6962694578636607,2.037616488263099
ph.h2o,ICRAF.ISRIC,3776,0.2,C2_k25,0.8153650026838433,2.517338018566809
ph.h2o,ICRAF.ISRIC,3776,0.2,C4t_k25,0.8184245840042943,2.420839387344464
ph.h2o,ICRAF.ISRIC,3776,0.2,C3n_k25,0.832139023081052,2.594890713885376
ph.h2o,ICRAF.ISRIC,3776,0.2,C2_k50,0.8064546430488461,2.4438866101187333
ph.h2o,ICRAF.ISRIC,3776,0.2,C4t_k50,0.8018786902844874,2.310900240266676
ph.h2o,ICRAF.ISRIC,3776,0.2,C3n_k50,0.7978260869565217,2.266358477910204
ph.h2o,ICRAF.ISRIC,3776,0.1,C0,0.4289049919484702,1.203977984211545
ph.h2o,ICRAF.ISRIC,3776,0.1,C0n,0.7023215244229737,2.1117155614470753
ph.h2o,ICRAF.ISRIC,3776,0.1,C4,0.846725711218465,2.509727001023874
ph.h2o,ICRAF.ISRIC,3776,0.1,C2_k25,0.9399490069779924,3.39998222129709
ph.h2o,ICRAF.ISRIC,3776,0.1,C4t_k25,0.9266237251744498,2.921709182599161
ph.h2o,ICRAF.ISRIC,3776,0.1,C3n_k25,0.9389291465378422,3.66695527400445
ph.h2o,ICRAF.ISRIC,3776,0.1,C2_k50,0.9045356951154053,3.085956815234297
ph.h2o,ICRAF.ISRIC,3776,0.1,C4t_k50,0.9113526570048309,2.852402599157269
ph.h2o,ICRAF.ISRIC,3776,0.1,C3n_k50,0.9069377348362855,3.1298707756388735
ph.h2o,ICRAF.ISRIC,3776,0.05,C0,0.5154589371980676,1.4852311513179044
ph.h2o,ICRAF.ISRIC,3776,0.05,C0n,0.8154052603327966,2.6055171466046283
ph.h2o,ICRAF.ISRIC,3776,0.05,C4,0.9232018250134193,2.932983271793737
ph.h2o,ICRAF.ISRIC,3776,0.05,C2_k25,0.9539184111647877,3.5361734351935636
ph.h2o,ICRAF.ISRIC,3776,0.05,C4t_k25,0.9601717659688674,3.669180465390409
ph.h2o,ICRAF.ISRIC,3776,0.05,C3n_k25,0.9625469672571123,4.248714772239101
ph.h2o,ICRAF.ISRIC,3776,0.05,C2_k50,0.9559447128287708,3.451503999319588
ph.h2o,ICRAF.ISRIC,3776,0.05,C4t_k50,0.9636339237788514,3.4220653872982405
ph.h2o,ICRAF.ISRIC,3776,0.05,C3n_k50,0.9545222758990874,3.6890961709711965
ph.h2o,LUCAS.WOODWELL.SSL,589,0.2,C0,0.7384972170686456,0.961593318561064
ph.h2o,LUCAS.WOODWELL.SSL,589,0.2,C0n,0.7858070500927644,1.0066208725861125
ph.h2o,LUCAS.WOODWELL.SSL,589,0.2,C4,0.8077922077922077,1.3437522899797223
ph.h2o,LUCAS.WOODWELL.SSL,589,0.2,C2_k25,0.811873840445269,1.1827189903461213
ph.h2o,LUCAS.WOODWELL.SSL,589,0.2,C4t_k25,0.7698515769944342,1.25092852277372
ph.h2o,LUCAS.WOODWELL.SSL,589,0.2,C3n_k25,0.7906307977736547,1.098410922374915
ph.h2o,LUCAS.WOODWELL.SSL,589,0.2,C2_k50,0.8071428571428573,1.1758380194931735
ph.h2o,LUCAS.WOODWELL.SSL,589,0.2,C4t_k50,0.7996289424860853,1.339028234709097
ph.h2o,LUCAS.WOODWELL.SSL,589,0.2,C3n_k50,0.8048237476808906,1.094851216646164
ph.h2o,LUCAS.WOODWELL.SSL,589,0.1,C0,0.8509276437847865,1.3017333976009438
ph.h2o,LUCAS.WOODWELL.SSL,589,0.1,C0n,0.8841372912801484,1.3531598399006133
ph.h2o,LUCAS.WOODWELL.SSL,589,0.1,C4,0.8830241187384045,1.9127503879976056
ph.h2o,LUCAS.WOODWELL.SSL,589,0.1,C2_k25,0.9278293135435993,1.9015965053695516
ph.h2o,LUCAS.WOODWELL.SSL,589,0.1,C4t_k25,0.9448051948051948,2.1858431349934975
ph.h2o,LUCAS.WOODWELL.SSL,589,0.1,C3n_k25,0.938126159554731,1.7965483940787914
ph.h2o,LUCAS.WOODWELL.SSL,589,0.1,C2_k50,0.9024118738404452,1.603498203625851
ph.h2o,LUCAS.WOODWELL.SSL,589,0.1,C4t_k50,0.9048237476808907,1.9685439727998544
ph.h2o,LUCAS.WOODWELL.SSL,589,0.1,C3n_k50,0.9024118738404452,1.5848826480849114
ph.h2o,LUCAS.WOODWELL.SSL,589,0.05,C0,0.907235621521336,1.610658537255166
ph.h2o,LUCAS.WOODWELL.SSL,589,0.05,C0n,0.9370129870129873,1.666799217059061
ph.h2o,LUCAS.WOODWELL.SSL,589,0.05,C4,0.9523191094619667,2.503987704048213
ph.h2o,LUCAS.WOODWELL.SSL,589,0.05,C2_k25,0.9728200371057513,2.301860116292603
ph.h2o,LUCAS.WOODWELL.SSL,589,0.05,C4t_k25,0.9637291280148423,2.5813974911969835
ph.h2o,LUCAS.WOODWELL.SSL,589,0.05,C3n_k25,0.964935064935065,2.127473003497717
ph.h2o,LUCAS.WOODWELL.SSL,589,0.05,C2_k50,0.9670686456400743,2.1205504782383926
ph.h2o,LUCAS.WOODWELL.SSL,589,0.05,C4t_k50,0.9582560296846013,2.560540086110265
ph.h2o,LUCAS.WOODWELL.SSL,589,0.05,C3n_k50,0.950834879406308,1.9810272711128938
