prop,model,target,n_target,method,k,coverage,width_sd,frac_inf,cov_inside,cov_outside,cov_source_test,ess_c1,n_cal_source
n.tot,plsr,GARRETT.SSL,184,C2,100,0.9018,2.6532,0.0,0.9149,0.7452,0.9035,,16054
n.tot,plsr,GARRETT.SSL,184,C3,100,0.8994,1.8865,0.0,0.9109,0.7602,0.9035,,16054
n.tot,hgb,GARRETT.SSL,184,C0,0,0.8446,1.5468,0.0,0.8308,1.0,0.9053,,16054
n.tot,hgb,GARRETT.SSL,184,C1,0,0.9256,2.8633,0.0,,,0.9053,20.4,16054
n.tot,hgb,GARRETT.SSL,184,C2,10,0.9042,3.044,0.0,0.895,1.0,0.9053,,16054
n.tot,hgb,GARRETT.SSL,184,C3,10,0.8839,1.7561,0.0,0.8728,1.0,0.9053,,16054
n.tot,hgb,GARRETT.SSL,184,C2,25,0.9262,3.0107,0.0,0.9194,1.0,0.9053,,16054
n.tot,hgb,GARRETT.SSL,184,C3,25,0.9488,2.1405,0.0,0.9445,1.0,0.9053,,16054
n.tot,hgb,GARRETT.SSL,184,C2,50,0.9065,2.558,0.0,0.8985,1.0,0.9053,,16054
n.tot,hgb,GARRETT.SSL,184,C3,50,0.9137,1.558,0.0,0.9063,1.0,0.9053,,16054
n.tot,hgb,GARRETT.SSL,184,C2,100,0.897,2.1269,0.0,0.888,1.0,0.9053,,16054
n.tot,hgb,GARRETT.SSL,184,C3,100,0.9077,1.4855,0.0,0.8997,1.0,0.9053,,16054
n.tot,plsr,AFSIS2.SSL,151,C0,0,0.8716,3.8907,0.0,0.8643,0.9039,0.8971,,16060
n.tot,plsr,AFSIS2.SSL,151,C1,0,1.0,10.586,0.2588,,,0.8971,8.9,16060
n.tot,plsr,AFSIS2.SSL,151,C2,10,0.8549,4.0008,0.0,0.8392,0.9396,0.8971,,16060
n.tot,plsr,AFSIS2.SSL,151,C3,10,0.9108,4.0903,0.0,0.9103,0.9165,0.8971,,16060
n.tot,plsr,AFSIS2.SSL,151,C2,25,0.9098,4.3953,0.0,0.899,0.9632,0.8971,,16060
n.tot,plsr,AFSIS2.SSL,151,C3,25,0.9186,2.1379,0.0,0.915,0.934,0.8971,,16060
n.tot,plsr,AFSIS2.SSL,151,C2,50,0.8794,4.144,0.0,0.8666,0.9443,0.8971,,16060
n.tot,plsr,AFSIS2.SSL,151,C3,50,0.9059,1.9073,0.0,0.9122,0.8741,0.8971,,16060
n.tot,plsr,AFSIS2.SSL,151,C2,100,0.899,4.1583,0.0,0.8851,0.9689,0.8971,,16060
n.tot,plsr,AFSIS2.SSL,151,C3,100,0.9147,2.047,0.0,0.918,0.8904,0.8971,,16060
n.tot,hgb,AFSIS2.SSL,151,C0,0,0.9627,3.1239,0.0,0.9559,1.0,0.8915,,16060
n.tot,hgb,AFSIS2.SSL,151,C1,0,0.9471,2.6704,0.2255,,,0.8915,8.9,16060
n.tot,hgb,AFSIS2.SSL,151,C2,10,0.8451,2.0898,0.0,0.8433,0.8452,0.8915,,16060
n.tot,hgb,AFSIS2.SSL,151,C3,10,0.8824,1.8141,0.0,0.8704,0.9471,0.8915,,16060
n.tot,hgb,AFSIS2.SSL,151,C2,25,0.8863,2.303,0.0,0.8786,0.9194,0.8915,,16060
n.tot,hgb,AFSIS2.SSL,151,C3,25,0.9147,1.964,0.0,0.8997,0.9938,0.8915,,16060
n.tot,hgb,AFSIS2.SSL,151,C2,50,0.8804,2.212,0.0,0.8741,0.913,0.8915,,16060
n.tot,hgb,AFSIS2.SSL,151,C3,50,0.901,1.766,0.0,0.8841,0.99,0.8915,,16060
n.tot,hgb,AFSIS2.SSL,151,C2,100,0.8863,2.2264,0.0,0.88,0.9109,0.8915,,16060
n.tot,hgb,AFSIS2.SSL,151,C3,100,0.898,1.7778,0.0,0.8818,0.9812,0.8915,,16060
ph.h2o,plsr,KSSL.SSL,52867,C0,0,0.8203,1.3782,0.0,0.8595,0.6533,0.9021,,1308
ph.h2o,plsr,KSSL.SSL,52867,C1,0,0.8244,1.3982,0.0,,,0.9021,212.7,1308
ph.h2o,plsr,KSSL.SSL,52867,C2,10,0.8931,2.1049,0.0,0.9169,0.7917,0.9021,,1308
ph.h2o,plsr,KSSL.SSL,52867,C3,10,0.9046,2.5088,0.0,0.9269,0.8096,0.9021,,1308
ph.h2o,plsr,KSSL.SSL,52867,C2,25,0.9239,2.0202,0.0,0.9478,0.822,0.9021,,1308
ph.h2o,plsr,KSSL.SSL,52867,C3,25,0.9191,2.1603,0.0,0.94,0.8304,0.9021,,1308
ph.h2o,plsr,KSSL.SSL,52867,C2,50,0.8984,1.7149,0.0,0.9283,0.771,0.9021,,1308
ph.h2o,plsr,KSSL.SSL,52867,C3,50,0.8995,1.6853,0.0,0.9284,0.7762,0.9021,,1308
ph.h2o,plsr,KSSL.SSL,52867,C2,100,0.8914,1.717,0.0,0.923,0.7569,0.9021,,1308
ph.h2o,plsr,KSSL.SSL,52867,C3,100,0.8936,1.7061,0.0,0.9277,0.7486,0.9021,,1308
ph.h2o,hgb,KSSL.SSL,52867,C0,0,0.7244,1.14,0.0,0.7439,0.6414,0.8991,,1308
ph.h2o,hgb,KSSL.SSL,52867,C1,0,0.7099,1.1058,0.0,,,0.8991,212.7,1308
ph.h2o,hgb,KSSL.SSL,52867,C2,10,0.8924,2.016,0.0,0.9107,0.8148,0.8991,,1308
ph.h2o,hgb,KSSL.SSL,52867,C3,10,0.9108,2.1553,0.0,0.9348,0.8086,0.8991,,1308
ph.h2o,hgb,KSSL.SSL,52867,C2,25,0.9096,2.0855,0.0,0.9289,0.8274,0.8991,,1308
ph.h2o,hgb,KSSL.SSL,52867,C3,25,0.9113,2.0262,0.0,0.9321,0.8229,0.8991,,1308
ph.h2o,hgb,KSSL.SSL,52867,C2,50,0.8942,1.9198,0.0,0.9152,0.8047,0.8991,,1308
ph.h2o,hgb,KSSL.SSL,52867,C3,50,0.8927,1.8095,0.0,0.9178,0.7858,0.8991,,1308
ph.h2o,hgb,KSSL.SSL,52867,C2,100,0.8923,1.9025,0.0,0.9142,0.799,0.8991,,1308
ph.h2o,hgb,KSSL.SSL,52867,C3,100,0.8943,1.8353,0.0,0.9195,0.787,0.8991,,1308
ph.h2o,plsr,ICRAF.ISRIC,3774,C0,0,0.7759,1.3224,0.0,0.8102,0.6791,0.9011,,11126
ph.h2o,plsr,ICRAF.ISRIC,3774,C1,0,0.8363,1.546,0.0,,,0.9011,83.5,11126
ph.h2o,plsr,ICRAF.ISRIC,3774,C2,10,0.9528,2.8977,0.0,0.9636,0.9226,0.9011,,11126
ph.h2o,plsr,ICRAF.ISRIC,3774,C3,10,0.9303,2.5168,0.0,0.9573,0.8544,0.9011,,11126
ph.h2o,plsr,ICRAF.ISRIC,3774,C2,25,0.9281,2.3138,0.0,0.9449,0.8808,0.9011,,11126
ph.h2o,plsr,ICRAF.ISRIC,3774,C3,25,0.9351,2.3849,0.0,0.9585,0.8689,0.9011,,11126
ph.h2o,plsr,ICRAF.ISRIC,3774,C2,50,0.8957,2.0241,0.0,0.9209,0.8247,0.9011,,11126
ph.h2o,plsr,ICRAF.ISRIC,3774,C3,50,0.898,1.8892,0.0,0.9304,0.8064,0.9011,,11126
ph.h2o,plsr,ICRAF.ISRIC,3774,C2,100,0.9002,2.0126,0.0,0.9252,0.8295,0.9011,,11126
ph.h2o,plsr,ICRAF.ISRIC,3774,C3,100,0.9013,1.7911,0.0,0.9347,0.8071,0.9011,,11126
ph.h2o,hgb,ICRAF.ISRIC,3774,C0,0,0.7446,1.1022,0.0,0.8003,0.5875,0.8986,,11126
ph.h2o,hgb,ICRAF.ISRIC,3774,C1,0,0.8186,1.3191,0.0,,,0.8986,83.5,11126
ph.h2o,hgb,ICRAF.ISRIC,3774,C2,10,0.8906,2.0937,0.0,0.9218,0.8025,0.8986,,11126
ph.h2o,hgb,ICRAF.ISRIC,3774,C3,10,0.8951,2.1982,0.0,0.9253,0.8105,0.8986,,11126
ph.h2o,hgb,ICRAF.ISRIC,3774,C2,25,0.9271,2.0948,0.0,0.9582,0.8396,0.8986,,11126
ph.h2o,hgb,ICRAF.ISRIC,3774,C3,25,0.9295,2.0341,0.0,0.9556,0.8562,0.8986,,11126
ph.h2o,hgb,ICRAF.ISRIC,3774,C2,50,0.907,1.8238,0.0,0.9429,0.8059,0.8986,,11126
ph.h2o,hgb,ICRAF.ISRIC,3774,C3,50,0.9146,1.9019,0.0,0.9432,0.8341,0.8986,,11126
ph.h2o,hgb,ICRAF.ISRIC,3774,C2,100,0.9055,1.8119,0.0,0.9422,0.8023,0.8986,,11126
ph.h2o,hgb,ICRAF.ISRIC,3774,C3,100,0.9096,1.7919,0.0,0.94,0.8238,0.8986,,11126
ph.h2o,plsr,AFSIS1.SSL,1904,C0,0,0.8732,1.7132,0.0,0.9008,0.6577,0.8889,,11500
ph.h2o,plsr,AFSIS1.SSL,1904,C1,0,0.9352,2.0715,0.0,,,0.8889,92.8,11500
ph.h2o,plsr,AFSIS1.SSL,1904,C2,10,0.8864,1.939,0.0,0.9079,0.7182,0.8889,,11500
ph.h2o,plsr,AFSIS1.SSL,1904,C3,10,0.883,1.755,0.0,0.9095,0.6766,0.8889,,11500
ph.h2o,plsr,AFSIS1.SSL,1904,C2,25,0.9093,1.9447,0.0,0.9303,0.745,0.8889,,11500
ph.h2o,plsr,AFSIS1.SSL,1904,C3,25,0.9139,1.7777,0.0,0.9345,0.7525,0.8889,,11500
ph.h2o,plsr,AFSIS1.SSL,1904,C2,50,0.8861,1.7547,0.0,0.9117,0.6858,0.8889,,11500
ph.h2o,plsr,AFSIS1.SSL,1904,C3,50,0.8856,1.5618,0.0,0.9112,0.6852,0.8889,,11500
ph.h2o,plsr,AFSIS1.SSL,1904,C2,100,0.8935,1.8289,0.0,0.9186,0.6975,0.8889,,11500
ph.h2o,plsr,AFSIS1.SSL,1904,C3,100,0.8887,1.5266,0.0,0.9128,0.7005,0.8889,,11500
ph.h2o,hgb,AFSIS1.SSL,1904,C0,0,0.8492,1.4851,0.0,0.8627,0.7441,0.8917,,11500
ph.h2o,hgb,AFSIS1.SSL,1904,C1,0,0.8935,1.7022,0.0,,,0.8917,92.8,11500
ph.h2o,hgb,AFSIS1.SSL,1904,C2,10,0.9133,1.9388,0.0,0.9226,0.8405,0.8917,,11500
ph.h2o,hgb,AFSIS1.SSL,1904,C3,10,0.903,2.398,0.0,0.9142,0.8158,0.8917,,11500
ph.h2o,hgb,AFSIS1.SSL,1904,C2,25,0.933,2.0798,0.0,0.9402,0.8769,0.8917,,11500
ph.h2o,hgb,AFSIS1.SSL,1904,C3,25,0.9202,2.0711,0.0,0.9354,0.8016,0.8917,,11500
ph.h2o,hgb,AFSIS1.SSL,1904,C2,50,0.9009,1.7785,0.0,0.9105,0.8264,0.8917,,11500
ph.h2o,hgb,AFSIS1.SSL,1904,C3,50,0.9019,1.8171,0.0,0.9144,0.8045,0.8917,,11500
ph.h2o,hgb,AFSIS1.SSL,1904,C2,100,0.9034,1.7439,0.0,0.9129,0.8296,0.8917,,11500
ph.h2o,hgb,AFSIS1.SSL,1904,C3,100,0.9085,1.8204,0.0,0.9205,0.8146,0.8917,,11500
ph.h2o,plsr,CAF.SSL,483,C0,0,0.8525,1.9885,0.0,0.9033,0.7938,0.9009,,11785
ph.h2o,plsr,CAF.SSL,483,C1,0,0.814,1.3249,0.358,,,0.9009,15.4,11785
ph.h2o,plsr,CAF.SSL,483,C2,10,0.92,2.6608,0.0,0.9493,0.8864,0.9009,,11785
ph.h2o,plsr,CAF.SSL,483,C3,10,0.8886,3.1482,0.0,0.8756,0.9036,0.9009,,11785
ph.h2o,plsr,CAF.SSL,483,C2,25,0.9251,2.7855,0.0,0.9588,0.8862,0.9009,,11785
ph.h2o,plsr,CAF.SSL,483,C3,25,0.9236,2.8429,0.0,0.9375,0.9077,0.9009,,11785
ph.h2o,plsr,CAF.SSL,483,C2,50,0.9103,2.5356,0.0,0.9488,0.8661,0.9009,,11785
ph.h2o,plsr,CAF.SSL,483,C3,50,0.9149,2.6764,0.0,0.9398,0.8863,0.9009,,11785
ph.h2o,plsr,CAF.SSL,483,C2,100,0.9089,2.5356,0.0,0.949,0.8626,0.9009,,11785
ph.h2o,plsr,CAF.SSL,483,C3,100,0.9069,2.5167,0.0,0.9368,0.8724,0.9009,,11785
ph.h2o,hgb,CAF.SSL,483,C0,0,0.8157,1.7359,0.0,0.8352,0.793,0.9034,,11785
ph.h2o,hgb,CAF.SSL,483,C1,0,0.8705,1.8465,0.3568,,,0.9034,15.4,11785
ph.h2o,hgb,CAF.SSL,483,C2,10,0.9274,3.069,0.0,0.9267,0.9284,0.9034,,11785
ph.h2o,hgb,CAF.SSL,483,C3,10,0.9162,3.017,0.0,0.9001,0.9349,0.9034,,11785
ph.h2o,hgb,CAF.SSL,483,C2,25,0.9247,3.2172,0.0,0.9186,0.9315,0.9034,,11785
ph.h2o,hgb,CAF.SSL,483,C3,25,0.9239,3.091,0.0,0.9171,0.9317,0.9034,,11785
ph.h2o,hgb,CAF.SSL,483,C2,50,0.899,2.8662,0.0,0.889,0.9104,0.9034,,11785
ph.h2o,hgb,CAF.SSL,483,C3,50,0.8915,2.5956,0.0,0.8783,0.9067,0.9034,,11785
ph.h2o,hgb,CAF.SSL,483,C2,100,0.8997,2.8534,0.0,0.89,0.9108,0.9034,,11785
ph.h2o,hgb,CAF.SSL,483,C3,100,0.8983,2.6065,0.0,0.8898,0.9081,0.9034,,11785
ph.h2o,plsr,GARRETT.SSL,184,C0,0,0.8548,2.8398,0.0,0.8177,0.8946,0.8992,,11844
ph.h2o,plsr,GARRETT.SSL,184,C1,0,0.953,3.4719,0.0048,,,0.8992,237.3,11844
ph.h2o,plsr,GARRETT.SSL,184,C2,10,0.9232,3.2989,0.0,0.8903,0.9584,0.8992,,11844
ph.h2o,plsr,GARRETT.SSL,184,C3,10,0.9095,2.0149,0.0,0.9113,0.9067,0.8992,,11844
ph.h2o,plsr,GARRETT.SSL,184,C2,25,0.9321,3.097,0.0,0.8927,0.9741,0.8992,,11844
ph.h2o,plsr,GARRETT.SSL,184,C3,25,0.9119,1.7167,0.0,0.9147,0.909,0.8992,,11844
ph.h2o,plsr,GARRETT.SSL,184,C2,50,0.8988,3.0377,0.0,0.8558,0.945,0.8992,,11844
ph.h2o,plsr,GARRETT.SSL,184,C3,50,0.9054,1.5749,0.0,0.8972,0.915,0.8992,,11844
ph.h2o,plsr,GARRETT.SSL,184,C2,100,0.9042,3.0701,0.0,0.8593,0.9519,0.8992,,11844
ph.h2o,plsr,GARRETT.SSL,184,C3,100,0.9065,1.6229,0.0,0.888,0.9272,0.8992,,11844
ph.h2o,hgb,GARRETT.SSL,184,C0,0,0.7452,2.4328,0.0,0.746,0.7446,0.8953,,11844
ph.h2o,hgb,GARRETT.SSL,184,C1,0,0.6762,2.1762,0.0042,,,0.8953,237.3,11844
ph.h2o,hgb,GARRETT.SSL,184,C2,10,0.9048,3.6766,0.0,0.8969,0.9134,0.8953,,11844
ph.h2o,hgb,GARRETT.SSL,184,C3,10,0.9232,2.3915,0.0,0.9039,0.9426,0.8953,,11844
ph.h2o,hgb,GARRETT.SSL,184,C2,25,0.9226,3.7464,0.0,0.9186,0.9266,0.8953,,11844
ph.h2o,hgb,GARRETT.SSL,184,C3,25,0.9101,2.0721,0.0,0.8848,0.9349,0.8953,,11844
ph.h2o,hgb,GARRETT.SSL,184,C2,50,0.9244,3.6338,0.0,0.9067,0.9434,0.8953,,11844
ph.h2o,hgb,GARRETT.SSL,184,C3,50,0.906,1.8927,0.0,0.8681,0.9466,0.8953,,11844
ph.h2o,hgb,GARRETT.SSL,184,C2,100,0.9185,3.5584,0.0,0.8986,0.9405,0.8953,,11844
ph.h2o,hgb,GARRETT.SSL,184,C3,100,0.9131,1.919,0.0,0.881,0.9486,0.8953,,11844
ph.h2o,plsr,AFSIS2.SSL,151,C0,0,0.802,2.3899,0.0,0.8041,0.7892,0.9013,,11851
ph.h2o,plsr,AFSIS2.SSL,151,C1,0,0.9461,2.358,0.2912,,,0.9013,7.4,11851
ph.h2o,plsr,AFSIS2.SSL,151,C2,10,0.9304,4.8608,0.0,0.9321,0.9069,0.9013,,11851
ph.h2o,plsr,AFSIS2.SSL,151,C3,10,0.9176,3.5337,0.0,0.9253,0.701,0.9013,,11851
ph.h2o,plsr,AFSIS2.SSL,151,C2,25,0.951,4.5949,0.0,0.9525,0.9363,0.9013,,11851
ph.h2o,plsr,AFSIS2.SSL,151,C3,25,0.9284,3.0152,0.0,0.943,0.5539,0.9013,,11851
ph.h2o,plsr,AFSIS2.SSL,151,C2,50,0.9206,3.7728,0.0,0.9213,0.9363,0.9013,,11851
ph.h2o,plsr,AFSIS2.SSL,151,C3,50,0.9284,2.9502,0.0,0.9394,0.6422,0.9013,,11851
ph.h2o,plsr,AFSIS2.SSL,151,C2,100,0.9196,3.7125,0.0,0.9202,0.9363,0.9013,,11851
ph.h2o,plsr,AFSIS2.SSL,151,C3,100,0.9088,2.7858,0.0,0.9221,0.5637,0.9013,,11851
ph.h2o,hgb,AFSIS2.SSL,151,C0,0,0.8559,2.0909,0.0,0.8705,0.4605,0.903,,11851
ph.h2o,hgb,AFSIS2.SSL,151,C1,0,0.9206,2.0743,0.2843,,,0.903,7.4,11851
ph.h2o,hgb,AFSIS2.SSL,151,C2,10,0.9157,3.1854,0.0,0.9251,0.6974,0.903,,11851
ph.h2o,hgb,AFSIS2.SSL,151,C3,10,0.9225,3.7114,0.0,0.9352,0.6009,0.903,,11851
ph.h2o,hgb,AFSIS2.SSL,151,C2,25,0.9431,2.8072,0.0,0.952,0.6711,0.903,,11851
ph.h2o,hgb,AFSIS2.SSL,151,C3,25,0.948,2.9863,0.0,0.9622,0.5439,0.903,,11851
ph.h2o,hgb,AFSIS2.SSL,151,C2,50,0.9176,2.5708,0.0,0.9283,0.6228,0.903,,11851
ph.h2o,hgb,AFSIS2.SSL,151,C3,50,0.9098,2.5409,0.0,0.9294,0.4123,0.903,,11851
ph.h2o,hgb,AFSIS2.SSL,151,C2,100,0.9235,2.5708,0.0,0.9326,0.6667,0.903,,11851
ph.h2o,hgb,AFSIS2.SSL,151,C3,100,0.9098,2.4959,0.0,0.9282,0.4298,0.903,,11851
