prop,model,target,n_target,method,k,coverage,width_sd,cov_source_test,rmse_std_source,rmse_std_target,n_train
clay.tot,plsr,LUCAS.SSL,22650,C0,0,0.9488274336283185,3.2753814853641336,0.9042316258351893,0.5731593343531725,0.8774907942688996,2698
clay.tot,plsr,LUCAS.SSL,22650,C0n,0,0.804132743362832,2.093047752086073,0.9042316258351893,0.5731593343531725,0.8774907942688996,2698
clay.tot,plsr,LUCAS.SSL,22650,C2,25,0.9064469026548672,2.793542020075141,0.9042316258351893,0.5731593343531725,0.8774907942688996,2698
clay.tot,plsr,LUCAS.SSL,22650,C3n,25,0.9374911504424779,4.372629094120928,0.9042316258351893,0.5731593343531725,0.8774907942688996,2698
clay.tot,plsr,LUCAS.SSL,22650,C2,50,0.9017256637168142,2.741961622474548,0.9042316258351893,0.5731593343531725,0.8774907942688996,2698
clay.tot,plsr,LUCAS.SSL,22650,C3n,50,0.9244070796460176,3.6660022234211045,0.9042316258351893,0.5731593343531725,0.8774907942688996,2698
clay.tot,hgb,LUCAS.SSL,22650,C0,0,0.9535929203539825,2.9809021981366914,0.9064587973273942,0.500335849492428,0.7047025322358148,2698
clay.tot,hgb,LUCAS.SSL,22650,C0n,0,0.8908938053097346,2.5167799097194727,0.9064587973273942,0.500335849492428,0.7047025322358148,2698
clay.tot,hgb,LUCAS.SSL,22650,C2,25,0.9113982300884956,2.3831536637272963,0.9064587973273942,0.500335849492428,0.7047025322358148,2698
clay.tot,hgb,LUCAS.SSL,22650,C3n,25,0.9297433628318584,3.462709303980065,0.9064587973273942,0.500335849492428,0.7047025322358148,2698
clay.tot,hgb,LUCAS.SSL,22650,C2,50,0.9146637168141591,2.4635204065120595,0.9064587973273942,0.500335849492428,0.7047025322358148,2698
clay.tot,hgb,LUCAS.SSL,22650,C3n,50,0.8959424778761061,2.8355465736738026,0.9064587973273942,0.500335849492428,0.7047025322358148,2698
clay.tot,plsr,ICRAF.ISRIC,3740,C0,0,0.12146341463414637,0.9633177119152846,0.8895,0.5829590821859586,3.2026595492061785,8000
clay.tot,plsr,ICRAF.ISRIC,3740,C0n,0,0.23940379403794038,1.8614731970755622,0.8895,0.5829590821859586,3.2026595492061785,8000
clay.tot,plsr,ICRAF.ISRIC,3740,C2,25,0.9181029810298103,10.790327161933416,0.8895,0.5829590821859586,3.2026595492061785,8000
clay.tot,plsr,ICRAF.ISRIC,3740,C3n,25,0.9306233062330623,4.309634164480089,0.8895,0.5829590821859586,3.2026595492061785,8000
clay.tot,plsr,ICRAF.ISRIC,3740,C2,50,0.9011382113821138,9.79676889113118,0.8895,0.5829590821859586,3.2026595492061785,8000
clay.tot,plsr,ICRAF.ISRIC,3740,C3n,50,0.903929539295393,3.8628355502582172,0.8895,0.5829590821859586,3.2026595492061785,8000
clay.tot,hgb,ICRAF.ISRIC,3740,C0,0,0.42295392953929534,0.8870202180327234,0.9025,0.5064260131748429,1.037723220208265,8000
clay.tot,hgb,ICRAF.ISRIC,3740,C0n,0,0.6293766937669377,1.583323001176593,0.9025,0.5064260131748429,1.037723220208265,8000
clay.tot,hgb,ICRAF.ISRIC,3740,C2,25,0.9397560975609757,4.757996916034724,0.9025,0.5064260131748429,1.037723220208265,8000
clay.tot,hgb,ICRAF.ISRIC,3740,C3n,25,0.9381300813008131,4.098358476600751,0.9025,0.5064260131748429,1.037723220208265,8000
clay.tot,hgb,ICRAF.ISRIC,3740,C2,50,0.908590785907859,3.8971013493338185,0.9025,0.5064260131748429,1.037723220208265,8000
clay.tot,hgb,ICRAF.ISRIC,3740,C3n,50,0.8984552845528457,3.196095783736607,0.9025,0.5064260131748429,1.037723220208265,8000
clay.tot,plsr,LUCAS.WOODWELL.SSL,589,C0,0,0.8812615955473099,1.53211985414972,0.905,0.562495552422673,0.513378001064685,8000
clay.tot,plsr,LUCAS.WOODWELL.SSL,589,C0n,0,0.9007421150278294,1.4373611921046188,0.905,0.562495552422673,0.513378001064685,8000
clay.tot,plsr,LUCAS.WOODWELL.SSL,589,C2,25,0.9228200371057513,1.8746595864796272,0.905,0.562495552422673,0.513378001064685,8000
clay.tot,plsr,LUCAS.WOODWELL.SSL,589,C3n,25,0.9150278293135437,1.73988774276129,0.905,0.562495552422673,0.513378001064685,8000
clay.tot,plsr,LUCAS.WOODWELL.SSL,589,C2,50,0.8987012987012987,1.6642166550777948,0.905,0.562495552422673,0.513378001064685,8000
clay.tot,plsr,LUCAS.WOODWELL.SSL,589,C3n,50,0.9170686456400741,1.5743638237464896,0.905,0.562495552422673,0.513378001064685,8000
clay.tot,hgb,LUCAS.WOODWELL.SSL,589,C0,0,0.8578849721706865,1.3397576513303318,0.8995,0.514449231743756,0.46842696986254534,8000
clay.tot,hgb,LUCAS.WOODWELL.SSL,589,C0n,0,0.8680890538033396,1.3403994514441646,0.8995,0.514449231743756,0.46842696986254534,8000
