prop,target,n_target,alpha,method,coverage,width_sd
clay.tot,SERBIA.SSL,135,0.05,C0,0.8411764705882353,1.945809117526066
clay.tot,SERBIA.SSL,135,0.05,C0n,0.8623529411764708,1.9964225518999583
clay.tot,SERBIA.SSL,135,0.05,C4,1.0,3.7187614897527546
clay.tot,SERBIA.SSL,135,0.05,C2_k25,0.9641176470588235,2.988755849875777
clay.tot,SERBIA.SSL,135,0.05,C4t_k25,0.9652941176470587,3.049546401011254
clay.tot,SERBIA.SSL,135,0.05,C3n_k25,0.96,2.8791169028249817
clay.tot,SERBIA.SSL,135,0.05,C2_k50,0.95,2.7402944863999723
clay.tot,SERBIA.SSL,135,0.05,C4t_k50,0.9570588235294117,2.961361225188946
clay.tot,SERBIA.SSL,135,0.05,C3n_k50,0.9605882352941176,2.942276554207954
oc,KSSL.SSL,20081,0.2,C0,0.3769107882781688,0.247442340568952
oc,KSSL.SSL,20081,0.2,C0n,0.5690654485547402,0.5029395884251976
oc,KSSL.SSL,20081,0.2,C4,0.43822075782537073,0.6327274767806128
oc,KSSL.SSL,20081,0.2,C2_k25,0.8096949727921722,1.0448027771466435
oc,KSSL.SSL,20081,0.2,C4t_k25,0.8171134741151216,1.436182474754665
oc,KSSL.SSL,20081,0.2,C3n_k25,0.7964380210673456,0.5760623955496542
oc,KSSL.SSL,20081,0.2,C2_k50,0.7912785182966402,0.9940919569643158
oc,KSSL.SSL,20081,0.2,C4t_k50,0.7905571364385202,1.4145210933108279
oc,KSSL.SSL,20081,0.2,C3n_k50,0.7905496480455294,0.5434105708831354
oc,KSSL.SSL,20081,0.1,C0,0.4692801158204783,0.35909056915372173
oc,KSSL.SSL,20081,0.1,C0n,0.8080450302031851,0.8256757617591887
oc,KSSL.SSL,20081,0.1,C4,0.5255279317058559,0.8249729991396223
oc,KSSL.SSL,20081,0.1,C2_k25,0.9131396335679696,1.3855448642804324
oc,KSSL.SSL,20081,0.1,C4t_k25,0.9253781638460387,1.6774238311125216
oc,KSSL.SSL,20081,0.1,C3n_k25,0.9330737357096501,1.0858183120562952
oc,KSSL.SSL,20081,0.1,C2_k50,0.882789176775997,1.240729618844598
oc,KSSL.SSL,20081,0.1,C4t_k50,0.8989915630772304,1.5552061045420034
oc,KSSL.SSL,20081,0.1,C3n_k50,0.9056362637911237,0.8139265777472522
oc,KSSL.SSL,20081,0.05,C0,0.5370276072088264,0.47262792628182143
oc,KSSL.SSL,20081,0.05,C0n,0.9219909140831712,1.1906935644520542
oc,KSSL.SSL,20081,0.05,C4,0.6633867505366681,0.9624106114601433
oc,KSSL.SSL,20081,0.05,C2_k25,0.9593030802256504,1.6342936145727118
oc,KSSL.SSL,20081,0.05,C4t_k25,0.9639858219759372,1.7928847750392172
oc,KSSL.SSL,20081,0.05,C3n_k25,0.9691053866506915,2.1282688136456023
oc,KSSL.SSL,20081,0.05,C2_k50,0.9611102790674456,1.6127895416904778
oc,KSSL.SSL,20081,0.05,C4t_k50,0.96019669512256,1.7071745059267656
oc,KSSL.SSL,20081,0.05,C3n_k50,0.9693225500474265,1.3899186565991573
oc,ICRAF.ISRIC,3698,0.2,C0,0.4569353070175438,0.5958805978523978
oc,ICRAF.ISRIC,3698,0.2,C0n,0.6348821271929824,0.9107555063434236
oc,ICRAF.ISRIC,3698,0.2,C4,0.5193393640350876,1.3037927614385498
oc,ICRAF.ISRIC,3698,0.2,C2_k25,0.7854989035087719,1.299781429109764
oc,ICRAF.ISRIC,3698,0.2,C4t_k25,0.7740542763157896,1.8769483765589543
oc,ICRAF.ISRIC,3698,0.2,C3n_k25,0.7832236842105263,1.2695696863525203
oc,ICRAF.ISRIC,3698,0.2,C2_k50,0.7804002192982455,1.2400997654335846
oc,ICRAF.ISRIC,3698,0.2,C4t_k50,0.7839501096491228,1.9046445370610035
oc,ICRAF.ISRIC,3698,0.2,C3n_k50,0.7916803728070174,1.189019883961571
oc,ICRAF.ISRIC,3698,0.1,C0,0.6153782894736842,0.8440736789127434
oc,ICRAF.ISRIC,3698,0.1,C0n,0.7634594298245614,1.2616982363751106
oc,ICRAF.ISRIC,3698,0.1,C4,0.610718201754386,2.009998257229028
oc,ICRAF.ISRIC,3698,0.1,C2_k25,0.9428865131578947,2.698577047406255
oc,ICRAF.ISRIC,3698,0.1,C4t_k25,0.9162143640350877,3.0982549964054753
oc,ICRAF.ISRIC,3698,0.1,C3n_k25,0.935265899122807,2.5432482448081264
oc,ICRAF.ISRIC,3698,0.1,C2_k50,0.8875959429824564,1.9545742406571422
oc,ICRAF.ISRIC,3698,0.1,C4t_k50,0.9012472587719298,2.972938530025856
oc,ICRAF.ISRIC,3698,0.1,C3n_k50,0.90078125,1.8242481409742193
oc,ICRAF.ISRIC,3698,0.05,C0,0.7643229166666666,1.174058505098594
oc,ICRAF.ISRIC,3698,0.05,C0n,0.8445997807017545,1.5668675656428819
oc,ICRAF.ISRIC,3698,0.05,C4,0.6792077850877193,2.686061952813394
oc,ICRAF.ISRIC,3698,0.05,C2_k25,0.9637198464912281,3.1981480956449078
oc,ICRAF.ISRIC,3698,0.05,C4t_k25,0.9499588815789475,4.168767958164982
oc,ICRAF.ISRIC,3698,0.05,C3n_k25,0.9489446271929823,3.0632132039077975
oc,ICRAF.ISRIC,3698,0.05,C2_k50,0.9549890350877194,2.980091346271103
oc,ICRAF.ISRIC,3698,0.05,C4t_k50,0.9481770833333334,3.995470253490027
oc,ICRAF.ISRIC,3698,0.05,C3n_k50,0.95703125,2.8405388323464216
oc,AFSIS1.SSL,1902,0.2,C0,0.7709233261339092,0.8144310721530545
oc,AFSIS1.SSL,1902,0.2,C0n,0.7977051835853131,0.9061150391397641
oc,AFSIS1.SSL,1902,0.2,C4,0.8973812095032399,1.3244477299462663
oc,AFSIS1.SSL,1902,0.2,C2_k25,0.8316414686825055,0.9877938976059395
oc,AFSIS1.SSL,1902,0.2,C4t_k25,0.8009989200863931,1.1048465153910132
oc,AFSIS1.SSL,1902,0.2,C3n_k25,0.839902807775378,1.1091552086549998
oc,AFSIS1.SSL,1902,0.2,C2_k50,0.8179265658747301,0.9942786957895235
oc,AFSIS1.SSL,1902,0.2,C4t_k50,0.8105561555075594,1.1297173483875533
oc,AFSIS1.SSL,1902,0.2,C3n_k50,0.8249190064794817,1.0735462651187064
oc,AFSIS1.SSL,1902,0.1,C0,0.8849082073434126,1.1881016062594258
oc,AFSIS1.SSL,1902,0.1,C0n,0.8970302375809937,1.2460513794322026
oc,AFSIS1.SSL,1902,0.1,C4,0.9679535637149028,2.204204395002959
oc,AFSIS1.SSL,1902,0.1,C2_k25,0.9475431965442764,1.716553327581035
oc,AFSIS1.SSL,1902,0.1,C4t_k25,0.9255669546436284,1.9989650170343503
oc,AFSIS1.SSL,1902,0.1,C3n_k25,0.9491900647948164,1.9454129616048086
oc,AFSIS1.SSL,1902,0.1,C2_k50,0.9056965442764578,1.3196570941387589
oc,AFSIS1.SSL,1902,0.1,C4t_k50,0.9097192224622033,1.8829540227837747
oc,AFSIS1.SSL,1902,0.1,C3n_k50,0.9066414686825055,1.471257352498204
oc,AFSIS1.SSL,1902,0.05,C0,0.9388768898488122,1.603848315409771
oc,AFSIS1.SSL,1902,0.05,C0n,0.9442224622030236,1.6028109606506677
oc,AFSIS1.SSL,1902,0.05,C4,0.9984611231101514,3.100490629244856
oc,AFSIS1.SSL,1902,0.05,C2_k25,0.9477321814254861,1.891365608938113
oc,AFSIS1.SSL,1902,0.05,C4t_k25,0.9679805615550757,2.8023774546397666
oc,AFSIS1.SSL,1902,0.05,C3n_k25,0.9557505399568035,2.052059343615416
oc,AFSIS1.SSL,1902,0.05,C2_k50,0.9566414686825052,2.1237335181363215
oc,AFSIS1.SSL,1902,0.05,C4t_k50,0.9688714902807775,2.7610561714578292
oc,AFSIS1.SSL,1902,0.05,C3n_k50,0.9588552915766737,2.0041940810415113
oc,AFSIS2.SSL,151,0.2,C0,0.7361386138613861,1.0987160463252448
oc,AFSIS2.SSL,151,0.2,C0n,0.6821782178217821,0.970270731880947
oc,AFSIS2.SSL,151,0.2,C4,0.94009900990099,1.7630019430597907
oc,AFSIS2.SSL,151,0.2,C2_k25,0.80990099009901,1.4045888671817537
oc,AFSIS2.SSL,151,0.2,C4t_k25,0.799009900990099,1.375297266932959
oc,AFSIS2.SSL,151,0.2,C3n_k25,0.8331683168316832,1.3372049490019173
oc,AFSIS2.SSL,151,0.2,C2_k50,0.8103960396039606,1.3626525383387003
oc,AFSIS2.SSL,151,0.2,C4t_k50,0.803960396039604,1.3849349608678043
oc,AFSIS2.SSL,151,0.2,C3n_k50,0.7980198019801981,1.235615263731467
oc,AFSIS2.SSL,151,0.1,C0,0.8792079207920791,1.5813971831136502
oc,AFSIS2.SSL,151,0.1,C0n,0.8133663366336634,1.3074506800971495
oc,AFSIS2.SSL,151,0.1,C4,0.9737623762376237,2.890266983748734
oc,AFSIS2.SSL,151,0.1,C2_k25,0.9257425742574258,1.8754869285277143
oc,AFSIS2.SSL,151,0.1,C4t_k25,0.9311881188118812,2.311674095397909
