prop,model,target,n_target,method,k,coverage,coverage_sd,width_sd,frac_inf,cov_inside,cov_outside,frac_outside_target,cov_source_test,cov_source_test_norm,ess_c1,n_train,n_cal_source
ph.h2o,hgb,AFSIS2.SSL,151,C1,0,0.9941,0.009,3.6096,0.2843,0.9939,1.0,0.0331,0.9014,0.904,7.3,35556,11851
ph.h2o,hgb,AFSIS2.SSL,151,C0w,0,0.9706,0.0201,3.6096,0.0,0.9737,0.8796,0.0331,0.9014,0.904,7.3,35556,11851
ph.h2o,hgb,AFSIS2.SSL,151,C2,10,0.9284,0.0912,3.147,0.0,0.9369,0.6296,0.0331,0.9014,0.904,7.3,35556,11851
ph.h2o,hgb,AFSIS2.SSL,151,C3,10,0.9314,0.0891,3.6551,0.0,0.9389,0.713,0.0331,0.9014,0.904,7.3,35556,11851
ph.h2o,hgb,AFSIS2.SSL,151,C3n,10,0.9382,0.0855,3.8011,0.0,0.9432,0.7685,0.0331,0.9014,0.904,7.3,35556,11851
ph.h2o,hgb,AFSIS2.SSL,151,C2,25,0.949,0.0369,2.9939,0.0,0.9524,0.8241,0.0331,0.9014,0.904,7.3,35556,11851
ph.h2o,hgb,AFSIS2.SSL,151,C3,25,0.948,0.0453,3.2962,0.0,0.9584,0.6713,0.0331,0.9014,0.904,7.3,35556,11851
ph.h2o,hgb,AFSIS2.SSL,151,C3n,25,0.9461,0.0518,3.6328,0.0,0.9504,0.7963,0.0331,0.9014,0.904,7.3,35556,11851
ph.h2o,hgb,AFSIS2.SSL,151,C2,50,0.9108,0.0661,2.7077,0.0,0.9195,0.5833,0.0331,0.9014,0.904,7.3,35556,11851
ph.h2o,hgb,AFSIS2.SSL,151,C3,50,0.9078,0.0627,2.5582,0.0,0.9268,0.3426,0.0331,0.9014,0.904,7.3,35556,11851
ph.h2o,hgb,AFSIS2.SSL,151,C3n,50,0.9049,0.0683,2.8108,0.0,0.9156,0.5741,0.0331,0.9014,0.904,7.3,35556,11851
ph.h2o,hgb,AFSIS2.SSL,151,C2,100,0.9108,0.056,2.612,0.0,0.9217,0.5556,0.0331,0.9014,0.904,7.3,35556,11851
ph.h2o,hgb,AFSIS2.SSL,151,C3,100,0.9078,0.0481,2.5683,0.0,0.9299,0.2454,0.0331,0.9014,0.904,7.3,35556,11851
ph.h2o,hgb,AFSIS2.SSL,151,C3n,100,0.9206,0.0513,2.7984,0.0,0.93,0.6343,0.0331,0.9014,0.904,7.3,35556,11851
