prop,model,target,n_target,method,k,coverage,coverage_sd,width_sd,frac_inf,cov_inside,cov_outside,frac_outside_target,cov_source_test,cov_source_test_norm,ess_c1,n_train,n_cal_source
n.tot,hgb,KSSL.SSL,19806,C3n,25,0.9309,0.053,1.6504,0.0,0.9826,0.8916,0.5682,0.8994,0.8938,3.5,24460,8152
n.tot,hgb,KSSL.SSL,19806,C2,50,0.9176,0.0383,2.8881,0.0,0.9994,0.8554,0.5682,0.8994,0.8938,3.5,24460,8152
n.tot,hgb,KSSL.SSL,19806,C3,50,0.9153,0.0433,2.2641,0.0,0.9919,0.8571,0.5682,0.8994,0.8938,3.5,24460,8152
n.tot,hgb,KSSL.SSL,19806,C3n,50,0.9011,0.058,1.4529,0.0,0.9759,0.8443,0.5682,0.8994,0.8938,3.5,24460,8152
n.tot,hgb,KSSL.SSL,19806,C2,100,0.8984,0.0251,2.5355,0.0,0.9992,0.8218,0.5682,0.8994,0.8938,3.5,24460,8152
n.tot,hgb,KSSL.SSL,19806,C3,100,0.9005,0.0276,1.9258,0.0,0.9914,0.8314,0.5682,0.8994,0.8938,3.5,24460,8152
n.tot,hgb,KSSL.SSL,19806,C3n,100,0.9039,0.0329,1.3331,0.0,0.9796,0.8464,0.5682,0.8994,0.8938,3.5,24460,8152
n.tot,plsr,LUCAS.WOODWELL.SSL,589,C0,0,0.8666,0.0071,1.4405,0.0,0.9045,0.6441,0.146,0.895,0.9016,668.7,35989,11996
n.tot,plsr,LUCAS.WOODWELL.SSL,589,C0n,0,0.9065,0.0046,1.1777,0.0,0.9046,0.918,0.146,0.895,0.9016,668.7,35989,11996
n.tot,plsr,LUCAS.WOODWELL.SSL,589,C1,0,0.9018,0.0062,1.6058,0.0,0.9333,0.7171,0.146,0.895,0.9016,668.7,35989,11996
n.tot,plsr,LUCAS.WOODWELL.SSL,589,C0w,0,0.9018,0.0062,1.6058,0.0,0.9333,0.7171,0.146,0.895,0.9016,668.7,35989,11996
n.tot,plsr,LUCAS.WOODWELL.SSL,589,C2,10,0.9328,0.0654,2.1681,0.0,0.9579,0.7857,0.146,0.895,0.9016,668.7,35989,11996
n.tot,plsr,LUCAS.WOODWELL.SSL,589,C3,10,0.9224,0.0817,2.6286,0.0,0.9524,0.7498,0.146,0.895,0.9016,668.7,35989,11996
n.tot,plsr,LUCAS.WOODWELL.SSL,589,C3n,10,0.9181,0.0958,1.5188,0.0,0.9316,0.8413,0.146,0.895,0.9016,668.7,35989,11996
n.tot,plsr,LUCAS.WOODWELL.SSL,589,C2,25,0.9288,0.0608,2.0587,0.0,0.955,0.776,0.146,0.895,0.9016,668.7,35989,11996
n.tot,plsr,LUCAS.WOODWELL.SSL,589,C3,25,0.9267,0.0468,2.0068,0.0,0.9572,0.7487,0.146,0.895,0.9016,668.7,35989,11996
n.tot,plsr,LUCAS.WOODWELL.SSL,589,C3n,25,0.9436,0.0322,1.4452,0.0,0.9514,0.8978,0.146,0.895,0.9016,668.7,35989,11996
n.tot,plsr,LUCAS.WOODWELL.SSL,589,C2,50,0.9044,0.0432,1.6707,0.0,0.9372,0.7123,0.146,0.895,0.9016,668.7,35989,11996
n.tot,plsr,LUCAS.WOODWELL.SSL,589,C3,50,0.9028,0.0429,1.6371,0.0,0.9379,0.697,0.146,0.895,0.9016,668.7,35989,11996
n.tot,plsr,LUCAS.WOODWELL.SSL,589,C3n,50,0.9194,0.031,1.2402,0.0,0.9266,0.878,0.146,0.895,0.9016,668.7,35989,11996
n.tot,plsr,LUCAS.WOODWELL.SSL,589,C2,100,0.8968,0.0376,1.5929,0.0,0.9306,0.6987,0.146,0.895,0.9016,668.7,35989,11996
n.tot,plsr,LUCAS.WOODWELL.SSL,589,C3,100,0.897,0.0385,1.5948,0.0,0.9371,0.6634,0.146,0.895,0.9016,668.7,35989,11996
n.tot,plsr,LUCAS.WOODWELL.SSL,589,C3n,100,0.9084,0.0297,1.1288,0.0,0.9176,0.8547,0.146,0.895,0.9016,668.7,35989,11996
n.tot,hgb,LUCAS.WOODWELL.SSL,589,C0,0,0.9038,0.0045,1.1545,0.0,0.9287,0.7554,0.146,0.8971,0.9026,668.7,35989,11996
n.tot,hgb,LUCAS.WOODWELL.SSL,589,C0n,0,0.899,0.0042,0.7245,0.0,0.9042,0.8678,0.146,0.8971,0.9026,668.7,35989,11996
n.tot,hgb,LUCAS.WOODWELL.SSL,589,C1,0,0.8585,0.0062,0.9426,0.0,0.8873,0.6869,0.146,0.8971,0.9026,668.7,35989,11996
n.tot,hgb,LUCAS.WOODWELL.SSL,589,C0w,0,0.8585,0.0062,0.9426,0.0,0.8873,0.6869,0.146,0.8971,0.9026,668.7,35989,11996
n.tot,hgb,LUCAS.WOODWELL.SSL,589,C2,10,0.913,0.0723,1.32,0.0,0.935,0.7824,0.146,0.8971,0.9026,668.7,35989,11996
n.tot,hgb,LUCAS.WOODWELL.SSL,589,C3,10,0.9268,0.0574,1.7092,0.0,0.9559,0.7495,0.146,0.8971,0.9026,668.7,35989,11996
n.tot,hgb,LUCAS.WOODWELL.SSL,589,C3n,10,0.9131,0.0743,0.9293,0.0,0.9206,0.8663,0.146,0.8971,0.9026,668.7,35989,11996
n.tot,hgb,LUCAS.WOODWELL.SSL,589,C2,25,0.931,0.0382,1.3565,0.0,0.953,0.8005,0.146,0.8971,0.9026,668.7,35989,11996
n.tot,hgb,LUCAS.WOODWELL.SSL,589,C3,25,0.9381,0.0411,1.7582,0.0,0.9669,0.7661,0.146,0.8971,0.9026,668.7,35989,11996
n.tot,hgb,LUCAS.WOODWELL.SSL,589,C3n,25,0.9084,0.0627,0.8803,0.0,0.9151,0.869,0.146,0.8971,0.9026,668.7,35989,11996
n.tot,hgb,LUCAS.WOODWELL.SSL,589,C2,50,0.9209,0.0309,1.2875,0.0,0.945,0.7773,0.146,0.8971,0.9026,668.7,35989,11996
n.tot,hgb,LUCAS.WOODWELL.SSL,589,C3,50,0.9197,0.0266,1.2477,0.0,0.9499,0.7388,0.146,0.8971,0.9026,668.7,35989,11996
n.tot,hgb,LUCAS.WOODWELL.SSL,589,C3n,50,0.8905,0.054,0.8151,0.0,0.8922,0.8798,0.146,0.8971,0.9026,668.7,35989,11996
n.tot,hgb,LUCAS.WOODWELL.SSL,589,C2,100,0.9155,0.022,1.2366,0.0,0.9414,0.7616,0.146,0.8971,0.9026,668.7,35989,11996
n.tot,hgb,LUCAS.WOODWELL.SSL,589,C3,100,0.9168,0.0244,1.2543,0.0,0.9442,0.7537,0.146,0.8971,0.9026,668.7,35989,11996
n.tot,hgb,LUCAS.WOODWELL.SSL,589,C3n,100,0.8992,0.0252,0.7512,0.0,0.8988,0.9011,0.146,0.8971,0.9026,668.7,35989,11996
ph.h2o,plsr,LUCAS.SSL,40175,C0,0,0.8884,0.0001,1.9316,0.0,0.9275,0.7232,0.1912,0.9138,0.9342,99.2,2650,883
ph.h2o,plsr,LUCAS.SSL,40175,C0n,0,0.9132,0.0001,2.2294,0.0,0.9204,0.8827,0.1912,0.9138,0.9342,99.2,2650,883
ph.h2o,plsr,LUCAS.SSL,40175,C1,0,0.9385,0.0001,2.2487,0.0,0.963,0.8349,0.1912,0.9138,0.9342,99.2,2650,883
ph.h2o,plsr,LUCAS.SSL,40175,C0w,0,0.9385,0.0001,2.2487,0.0,0.963,0.8349,0.1912,0.9138,0.9342,99.2,2650,883
ph.h2o,plsr,LUCAS.SSL,40175,C2,10,0.917,0.0733,2.288,0.0,0.9432,0.8058,0.1912,0.9138,0.9342,99.2,2650,883
ph.h2o,plsr,LUCAS.SSL,40175,C3,10,0.935,0.0511,2.4061,0.0,0.9515,0.8655,0.1912,0.9138,0.9342,99.2,2650,883
ph.h2o,plsr,LUCAS.SSL,40175,C3n,10,0.9437,0.0592,3.8086,0.0,0.9454,0.9367,0.1912,0.9138,0.9342,99.2,2650,883
ph.h2o,plsr,LUCAS.SSL,40175,C2,25,0.9305,0.0482,2.3222,0.0,0.9553,0.8259,0.1912,0.9138,0.9342,99.2,2650,883
ph.h2o,plsr,LUCAS.SSL,40175,C3,25,0.9265,0.0408,2.1649,0.0,0.9471,0.8393,0.1912,0.9138,0.9342,99.2,2650,883
ph.h2o,plsr,LUCAS.SSL,40175,C3n,25,0.93,0.0469,2.8742,0.0,0.9317,0.9225,0.1912,0.9138,0.9342,99.2,2650,883
ph.h2o,plsr,LUCAS.SSL,40175,C2,50,0.9101,0.0362,2.1294,0.0,0.9419,0.7753,0.1912,0.9138,0.9342,99.2,2650,883
ph.h2o,plsr,LUCAS.SSL,40175,C3,50,0.9035,0.0348,1.9494,0.0,0.9265,0.8064,0.1912,0.9138,0.9342,99.2,2650,883
ph.h2o,plsr,LUCAS.SSL,40175,C3n,50,0.9107,0.0406,2.3713,0.0,0.9133,0.8997,0.1912,0.9138,0.9342,99.2,2650,883
ph.h2o,plsr,LUCAS.SSL,40175,C2,100,0.9071,0.0232,2.0401,0.0,0.9404,0.7664,0.1912,0.9138,0.9342,99.2,2650,883
ph.h2o,plsr,LUCAS.SSL,40175,C3,100,0.9064,0.0195,1.9591,0.0,0.9296,0.8082,0.1912,0.9138,0.9342,99.2,2650,883
ph.h2o,plsr,LUCAS.SSL,40175,C3n,100,0.9027,0.0297,2.1456,0.0,0.9055,0.8908,0.1912,0.9138,0.9342,99.2,2650,883
ph.h2o,hgb,LUCAS.SSL,40175,C0,0,0.8594,0.0001,1.8088,0.0,0.8935,0.7153,0.1912,0.932,0.9274,99.2,2650,883
ph.h2o,hgb,LUCAS.SSL,40175,C0n,0,0.9047,0.0001,2.3101,0.0,0.9162,0.856,0.1912,0.932,0.9274,99.2,2650,883
ph.h2o,hgb,LUCAS.SSL,40175,C1,0,0.8634,0.0001,1.8272,0.0,0.8973,0.7204,0.1912,0.932,0.9274,99.2,2650,883
ph.h2o,hgb,LUCAS.SSL,40175,C0w,0,0.8634,0.0001,1.8272,0.0,0.8973,0.7204,0.1912,0.932,0.9274,99.2,2650,883
ph.h2o,hgb,LUCAS.SSL,40175,C2,10,0.8939,0.0906,2.1282,0.0,0.9178,0.7927,0.1912,0.932,0.9274,99.2,2650,883
ph.h2o,hgb,LUCAS.SSL,40175,C3,10,0.9008,0.0887,2.4107,0.0,0.9124,0.8518,0.1912,0.932,0.9274,99.2,2650,883
ph.h2o,hgb,LUCAS.SSL,40175,C3n,10,0.9214,0.0692,3.0336,0.0,0.9247,0.9072,0.1912,0.932,0.9274,99.2,2650,883
ph.h2o,hgb,LUCAS.SSL,40175,C2,25,0.9274,0.0377,2.2453,0.0,0.9489,0.8367,0.1912,0.932,0.9274,99.2,2650,883
ph.h2o,hgb,LUCAS.SSL,40175,C3,25,0.9218,0.0386,2.2227,0.0,0.9373,0.8561,0.1912,0.932,0.9274,99.2,2650,883
ph.h2o,hgb,LUCAS.SSL,40175,C3n,25,0.9323,0.0421,2.7939,0.0,0.9352,0.92,0.1912,0.932,0.9274,99.2,2650,883
ph.h2o,hgb,LUCAS.SSL,40175,C2,50,0.9062,0.0362,2.062,0.0,0.932,0.7968,0.1912,0.932,0.9274,99.2,2650,883
ph.h2o,hgb,LUCAS.SSL,40175,C3,50,0.9048,0.039,2.0943,0.0,0.9203,0.8391,0.1912,0.932,0.9274,99.2,2650,883
ph.h2o,hgb,LUCAS.SSL,40175,C3n,50,0.919,0.0371,2.5736,0.0,0.9232,0.9009,0.1912,0.932,0.9274,99.2,2650,883
ph.h2o,hgb,LUCAS.SSL,40175,C2,100,0.9096,0.0302,2.0584,0.0,0.935,0.8022,0.1912,0.932,0.9274,99.2,2650,883
ph.h2o,hgb,LUCAS.SSL,40175,C3,100,0.9101,0.025,2.0686,0.0,0.9276,0.8361,0.1912,0.932,0.9274,99.2,2650,883
ph.h2o,hgb,LUCAS.SSL,40175,C3n,100,0.9152,0.0308,2.4642,0.0,0.9203,0.8936,0.1912,0.932,0.9274,99.2,2650,883
ph.h2o,plsr,ICRAF.ISRIC,3776,C0,0,0.1794,0.001,1.1099,0.0,0.179,0.181,0.2092,0.8954,0.8919,58.7,24490,8162
ph.h2o,plsr,ICRAF.ISRIC,3776,C0n,0,0.3602,0.0013,2.3811,0.0,0.3559,0.3762,0.2092,0.8954,0.8919,58.7,24490,8162
ph.h2o,plsr,ICRAF.ISRIC,3776,C1,0,0.9955,0.0002,1.4906,0.9923,0.9964,0.9925,0.2092,0.8954,0.8919,58.7,24490,8162
ph.h2o,plsr,ICRAF.ISRIC,3776,C0w,0,0.2395,0.005,1.4906,0.0,0.2379,0.2456,0.2092,0.8954,0.8919,58.7,24490,8162
ph.h2o,plsr,ICRAF.ISRIC,3776,C2,10,0.9237,0.0654,12.2534,0.0,0.9212,0.9332,0.2092,0.8954,0.8919,58.7,24490,8162
ph.h2o,plsr,ICRAF.ISRIC,3776,C3,10,0.8877,0.1029,3.7994,0.0,0.961,0.6109,0.2092,0.8954,0.8919,58.7,24490,8162
ph.h2o,plsr,ICRAF.ISRIC,3776,C3n,10,0.8962,0.1075,4.1362,0.0,0.951,0.6891,0.2092,0.8954,0.8919,58.7,24490,8162
ph.h2o,plsr,ICRAF.ISRIC,3776,C2,25,0.9344,0.0397,12.3541,0.0,0.9313,0.9459,0.2092,0.8954,0.8919,58.7,24490,8162
ph.h2o,plsr,ICRAF.ISRIC,3776,C3,25,0.9459,0.0364,3.8035,0.0,0.9963,0.7557,0.2092,0.8954,0.8919,58.7,24490,8162
ph.h2o,plsr,ICRAF.ISRIC,3776,C3n,25,0.9331,0.0401,3.9556,0.0,0.9813,0.751,0.2092,0.8954,0.8919,58.7,24490,8162
ph.h2o,plsr,ICRAF.ISRIC,3776,C2,50,0.9104,0.039,10.3282,0.0,0.9067,0.9246,0.2092,0.8954,0.8919,58.7,24490,8162
ph.h2o,plsr,ICRAF.ISRIC,3776,C3,50,0.9027,0.0398,3.1744,0.0,0.9886,0.5786,0.2092,0.8954,0.8919,58.7,24490,8162
ph.h2o,plsr,ICRAF.ISRIC,3776,C3n,50,0.8965,0.0401,3.3851,0.0,0.9657,0.6348,0.2092,0.8954,0.8919,58.7,24490,8162
ph.h2o,plsr,ICRAF.ISRIC,3776,C2,100,0.9103,0.0209,10.1718,0.0,0.9062,0.9258,0.2092,0.8954,0.8919,58.7,24490,8162
ph.h2o,plsr,ICRAF.ISRIC,3776,C3,100,0.9014,0.0268,3.1551,0.0,0.9959,0.5446,0.2092,0.8954,0.8919,58.7,24490,8162
ph.h2o,plsr,ICRAF.ISRIC,3776,C3n,100,0.8991,0.0276,3.383,0.0,0.9711,0.6274,0.2092,0.8954,0.8919,58.7,24490,8162
ph.h2o,hgb,ICRAF.ISRIC,3776,C0,0,0.4639,0.0014,1.2014,0.0,0.5482,0.1438,0.2092,0.8922,0.8944,58.7,24490,8162
ph.h2o,hgb,ICRAF.ISRIC,3776,C0n,0,0.7975,0.0009,2.2228,0.0,0.8862,0.4605,0.2092,0.8922,0.8944,58.7,24490,8162
ph.h2o,hgb,ICRAF.ISRIC,3776,C1,0,0.9971,0.0001,1.3876,0.9922,0.9983,0.9924,0.2092,0.8922,0.8944,58.7,24490,8162
ph.h2o,hgb,ICRAF.ISRIC,3776,C0w,0,0.5402,0.0088,1.3876,0.0,0.6315,0.1937,0.2092,0.8922,0.8944,58.7,24490,8162
ph.h2o,hgb,ICRAF.ISRIC,3776,C2,10,0.9036,0.0752,2.9981,0.0,0.9561,0.7039,0.2092,0.8922,0.8944,58.7,24490,8162
ph.h2o,hgb,ICRAF.ISRIC,3776,C3,10,0.9035,0.0961,3.3189,0.0,0.9485,0.7327,0.2092,0.8922,0.8944,58.7,24490,8162
ph.h2o,hgb,ICRAF.ISRIC,3776,C3n,10,0.9099,0.0815,3.4846,0.0,0.9523,0.7491,0.2092,0.8922,0.8944,58.7,24490,8162
ph.h2o,hgb,ICRAF.ISRIC,3776,C2,25,0.9155,0.0538,2.9787,0.0,0.9684,0.7146,0.2092,0.8922,0.8944,58.7,24490,8162
ph.h2o,hgb,ICRAF.ISRIC,3776,C3,25,0.9291,0.0497,3.1309,0.0,0.9763,0.75,0.2092,0.8922,0.8944,58.7,24490,8162
ph.h2o,hgb,ICRAF.ISRIC,3776,C3n,25,0.9282,0.0309,3.3965,0.0,0.9747,0.7519,0.2092,0.8922,0.8944,58.7,24490,8162
ph.h2o,hgb,ICRAF.ISRIC,3776,C2,50,0.8994,0.036,2.7363,0.0,0.9609,0.6659,0.2092,0.8922,0.8944,58.7,24490,8162
ph.h2o,hgb,ICRAF.ISRIC,3776,C3,50,0.9073,0.038,2.8455,0.0,0.9633,0.6945,0.2092,0.8922,0.8944,58.7,24490,8162
ph.h2o,hgb,ICRAF.ISRIC,3776,C3n,50,0.9055,0.029,3.0948,0.0,0.9609,0.6954,0.2092,0.8922,0.8944,58.7,24490,8162
ph.h2o,hgb,ICRAF.ISRIC,3776,C2,100,0.91,0.0235,2.8378,0.0,0.9692,0.6853,0.2092,0.8922,0.8944,58.7,24490,8162
ph.h2o,hgb,ICRAF.ISRIC,3776,C3,100,0.915,0.0195,2.8831,0.0,0.9717,0.7001,0.2092,0.8922,0.8944,58.7,24490,8162
ph.h2o,hgb,ICRAF.ISRIC,3776,C3n,100,0.909,0.0189,2.9781,0.0,0.9648,0.6974,0.2092,0.8922,0.8944,58.7,24490,8162
ph.h2o,plsr,LUCAS.WOODWELL.SSL,589,C0,0,0.8578,0.0073,1.4647,0.0,0.8712,0.7958,0.18,0.9091,0.9061,36.2,26401,8800
ph.h2o,plsr,LUCAS.WOODWELL.SSL,589,C0n,0,0.869,0.0056,1.3772,0.0,0.8751,0.8412,0.18,0.9091,0.9061,36.2,26401,8800
ph.h2o,plsr,LUCAS.WOODWELL.SSL,589,C1,0,0.9915,0.0019,3.3881,0.0,0.992,0.9891,0.18,0.9091,0.9061,36.2,26401,8800
ph.h2o,plsr,LUCAS.WOODWELL.SSL,589,C0w,0,0.9915,0.0019,3.3881,0.0,0.992,0.9891,0.18,0.9091,0.9061,36.2,26401,8800
ph.h2o,plsr,LUCAS.WOODWELL.SSL,589,C2,10,0.8833,0.0996,1.6994,0.0,0.8911,0.8475,0.18,0.9091,0.9061,36.2,26401,8800
ph.h2o,plsr,LUCAS.WOODWELL.SSL,589,C3,10,0.8709,0.1599,2.0334,0.0,0.8781,0.8369,0.18,0.9091,0.9061,36.2,26401,8800
ph.h2o,plsr,LUCAS.WOODWELL.SSL,589,C3n,10,0.9025,0.1373,2.2587,0.0,0.9055,0.888,0.18,0.9091,0.9061,36.2,26401,8800
ph.h2o,plsr,LUCAS.WOODWELL.SSL,589,C2,25,0.8997,0.0745,1.6994,0.0,0.9067,0.8675,0.18,0.9091,0.9061,36.2,26401,8800
ph.h2o,plsr,LUCAS.WOODWELL.SSL,589,C3,25,0.9098,0.0613,1.8417,0.0,0.9212,0.857,0.18,0.9091,0.9061,36.2,26401,8800
ph.h2o,plsr,LUCAS.WOODWELL.SSL,589,C3n,25,0.9261,0.0439,1.9001,0.0,0.9329,0.8948,0.18,0.9091,0.9061,36.2,26401,8800
ph.h2o,plsr,LUCAS.WOODWELL.SSL,589,C2,50,0.8987,0.0421,1.6759,0.0,0.9091,0.8507,0.18,0.9091,0.9061,36.2,26401,8800
ph.h2o,plsr,LUCAS.WOODWELL.SSL,589,C3,50,0.8862,0.0502,1.6412,0.0,0.9044,0.8013,0.18,0.9091,0.9061,36.2,26401,8800
ph.h2o,plsr,LUCAS.WOODWELL.SSL,589,C3n,50,0.9033,0.0494,1.6994,0.0,0.9132,0.8567,0.18,0.9091,0.9061,36.2,26401,8800
ph.h2o,plsr,LUCAS.WOODWELL.SSL,589,C2,100,0.8895,0.028,1.6276,0.0,0.9014,0.8346,0.18,0.9091,0.9061,36.2,26401,8800
ph.h2o,plsr,LUCAS.WOODWELL.SSL,589,C3,100,0.8928,0.0343,1.6241,0.0,0.9127,0.8011,0.18,0.9091,0.9061,36.2,26401,8800
ph.h2o,plsr,LUCAS.WOODWELL.SSL,589,C3n,100,0.9099,0.0332,1.64,0.0,0.9205,0.8615,0.18,0.9091,0.9061,36.2,26401,8800
ph.h2o,hgb,LUCAS.WOODWELL.SSL,589,C0,0,0.865,0.0046,1.3325,0.0,0.8639,0.8703,0.18,0.9014,0.915,36.2,26401,8800
ph.h2o,hgb,LUCAS.WOODWELL.SSL,589,C0n,0,0.8988,0.0071,1.4207,0.0,0.9012,0.8875,0.18,0.9014,0.915,36.2,26401,8800
ph.h2o,hgb,LUCAS.WOODWELL.SSL,589,C1,0,0.9637,0.0031,2.0026,0.0,0.9639,0.9629,0.18,0.9014,0.915,36.2,26401,8800
ph.h2o,hgb,LUCAS.WOODWELL.SSL,589,C0w,0,0.9637,0.0031,2.0026,0.0,0.9639,0.9629,0.18,0.9014,0.915,36.2,26401,8800
ph.h2o,hgb,LUCAS.WOODWELL.SSL,589,C2,10,0.8915,0.0872,1.6054,0.0,0.8909,0.8944,0.18,0.9014,0.915,36.2,26401,8800
ph.h2o,hgb,LUCAS.WOODWELL.SSL,589,C3,10,0.886,0.0961,1.7051,0.0,0.8806,0.9117,0.18,0.9014,0.915,36.2,26401,8800
ph.h2o,hgb,LUCAS.WOODWELL.SSL,589,C3n,10,0.8856,0.1052,1.673,0.0,0.8963,0.8373,0.18,0.9014,0.915,36.2,26401,8800
ph.h2o,hgb,LUCAS.WOODWELL.SSL,589,C2,25,0.9293,0.0451,1.8689,0.0,0.9297,0.9279,0.18,0.9014,0.915,36.2,26401,8800
ph.h2o,hgb,LUCAS.WOODWELL.SSL,589,C3,25,0.9253,0.048,1.7733,0.0,0.9245,0.9288,0.18,0.9014,0.915,36.2,26401,8800
ph.h2o,hgb,LUCAS.WOODWELL.SSL,589,C3n,25,0.9074,0.0674,1.712,0.0,0.9141,0.8772,0.18,0.9014,0.915,36.2,26401,8800
ph.h2o,hgb,LUCAS.WOODWELL.SSL,589,C2,50,0.8907,0.0497,1.5007,0.0,0.8913,0.8876,0.18,0.9014,0.915,36.2,26401,8800
ph.h2o,hgb,LUCAS.WOODWELL.SSL,589,C3,50,0.8867,0.0543,1.5267,0.0,0.886,0.8899,0.18,0.9014,0.915,36.2,26401,8800
ph.h2o,hgb,LUCAS.WOODWELL.SSL,589,C3n,50,0.8887,0.049,1.3641,0.0,0.8944,0.8631,0.18,0.9014,0.915,36.2,26401,8800
ph.h2o,hgb,LUCAS.WOODWELL.SSL,589,C2,100,0.898,0.0286,1.5436,0.0,0.8988,0.8941,0.18,0.9014,0.915,36.2,26401,8800
ph.h2o,hgb,LUCAS.WOODWELL.SSL,589,C3,100,0.8964,0.0304,1.5087,0.0,0.8968,0.8947,0.18,0.9014,0.915,36.2,26401,8800
ph.h2o,hgb,LUCAS.WOODWELL.SSL,589,C3n,100,0.8947,0.033,1.4401,0.0,0.8984,0.8777,0.18,0.9014,0.915,36.2,26401,8800
